Commune,Taux d'incidence,Taux de positivité
Dracy-le-Fort (71),500 à 1000,15 à 20
Rémondans-Vaivre (25),50 à 150,1 à 5
Lavans-lès-Saint-Claude (39),1000 et plus,30 et plus
Jully-lès-Buxy (71),50 à 150,5 à 10
Choux (39),500 à 1000,30 et plus
Perrecy-les-Forges (71),500 à 1000,30 et plus
Vuillecin (25),1000 et plus,30 et plus
Fleurey-lès-Lavoncourt (70),150 à 250,10 à 15
Les Premiers Sapins (25),500 à 1000,25 à 30
Gevingey (39),1000 et plus,30 et plus
Les Planches-près-Arbois (39),250 à 500,15 à 20
Chânes (71),500 à 1000,25 à 30
Metz-le-Comte (58),1000 et plus,30 et plus
La Chaux (25),500 à 1000,20 à 25
Brainans (39),500 à 1000,30 et plus
Saint-Maurice-le-Vieil (89),250 à 500,15 à 20
Couternon (21),250 à 500,20 à 25
Fallerans (25),250 à 500,20 à 25
Ciel (71),250 à 500,15 à 20
Frébuans (39),500 à 1000,20 à 25
Saint-Thiébaud (39),50 à 150,10 à 15
Athie (89),10 à 20,0 à 1
Saint-Vincent-Bragny (71),500 à 1000,20 à 25
Gilley (25),500 à 1000,25 à 30
Les Trois-Châteaux (39),1000 et plus,30 et plus
Ouroux-sur-Saône (71),500 à 1000,25 à 30
L'Étang-Vergy (21),250 à 500,30 et plus
Balaiseaux (39),250 à 500,30 et plus
Châteauvieux-les-Fossés (25),250 à 500,5 à 10
Tournus (71),500 à 1000,15 à 20
Saint-Forgeot (71),20 à 50,5 à 10
Champagne-sur-Loue (39),250 à 500,20 à 25
Aubonne (25),500 à 1000,30 et plus
La Quarte (70),250 à 500,5 à 10
Lanthes (21),250 à 500,30 et plus
Saint-Claude (39),1000 et plus,30 et plus
Frambouhans (25),500 à 1000,20 à 25
Saint-Igny-de-Roche (71),250 à 500,15 à 20
Laives (71),1000 et plus,20 à 25
Mâcon (71),500 à 1000,25 à 30
Lessard-le-National (71),500 à 1000,20 à 25
Vitry-sur-Loire (71),0 à 10,0 à 1
Villers-sous-Chalamont (25),500 à 1000,25 à 30
Malans (25),500 à 1000,20 à 25
Saint-Point-Lac (25),500 à 1000,25 à 30
Marigny-le-Cahouët (21),150 à 250,15 à 20
Les Arsures (39),250 à 500,25 à 30
Étrochey (21),0 à 10,1 à 5
Sombacour (25),500 à 1000,30 et plus
Les Bizots (71),250 à 500,15 à 20
Vault-de-Lugny (89),250 à 500,30 et plus
Lichères-près-Aigremont (89),1000 et plus,30 et plus
Vendenesse-sur-Arroux (71),500 à 1000,10 à 15
Parly (89),250 à 500,20 à 25
Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur (70),500 à 1000,25 à 30
Montagny-lès-Beaune (21),250 à 500,15 à 20
Tracy-sur-Loire (58),50 à 150,5 à 10
Cudot (89),500 à 1000,20 à 25
La Planée (25),500 à 1000,30 et plus
Versaugues (71),500 à 1000,30 et plus
Mauvilly (21),0 à 10,0 à 1
Sarry (89),250 à 500,20 à 25
Beugnon (89),250 à 500,20 à 25
Les Grangettes (25),1000 et plus,30 et plus
Châtenoy-en-Bresse (71),250 à 500,20 à 25
Verrières-de-Joux (25),500 à 1000,25 à 30
Villy (89),250 à 500,20 à 25
Les Fourgs (25),500 à 1000,30 et plus
Mancenans-Lizerne (25),500 à 1000,20 à 25
Touillon-et-Loutelet (25),500 à 1000,30 et plus
Toutenant (71),150 à 250,25 à 30
Saint-Eusèbe (71),250 à 500,20 à 25
Chapelle-Voland (39),500 à 1000,15 à 20
Arsure-Arsurette (39),50 à 150,5 à 10
Plaisia (39),500 à 1000,15 à 20
Granges-Narboz (25),500 à 1000,30 et plus
Voulaines-les-Templiers (21),250 à 500,10 à 15
Doubs (25),500 à 1000,30 et plus
Baume-les-Messieurs (39),500 à 1000,10 à 15
Valempoulières (39),500 à 1000,10 à 15
Saunières (71),150 à 250,30 et plus
Remoray-Boujeons (25),500 à 1000,20 à 25
Marcigny (71),250 à 500,25 à 30
Le Frasnois (39),1000 et plus,25 à 30
Dun-les-Places (58),500 à 1000,10 à 15
Perrigny (39),500 à 1000,20 à 25
Longeville (25),500 à 1000,20 à 25
Essey (21),0 à 10,0 à 1
La Vernotte (70),250 à 500,10 à 15
Champs-sur-Yonne (89),150 à 250,15 à 20
Navour-sur-Grosne (71),500 à 1000,30 et plus
Villeneuve-d'Amont (25),1000 et plus,30 et plus
Bleigny-le-Carreau (89),1000 et plus,30 et plus
Saint-Germain-lès-Buxy (71),1000 et plus,30 et plus
Narbief (25),1000 et plus,30 et plus
Montchanin (71),500 à 1000,25 à 30
La Rivière-Drugeon (25),1000 et plus,30 et plus
Beaunotte (21),0 à 10,1 à 5
Montceaux-l'Étoile (71),10 à 20,1 à 5
Dommartin-lès-Cuiseaux (71),500 à 1000,15 à 20
Coyrière (39),20 à 50,20 à 25
Changy (71),250 à 500,30 et plus
Saint-Pierre-le-Vieux (71),500 à 1000,20 à 25
Chalmoux (71),500 à 1000,15 à 20
Moroges (71),500 à 1000,30 et plus
Montigny-sur-l'Ain (39),1000 et plus,25 à 30
Digna (39),250 à 500,10 à 15
Orgeans-Blanchefontaine (25),500 à 1000,20 à 25
Crux-la-Ville (58),250 à 500,20 à 25
La Longeville (25),500 à 1000,25 à 30
Montceau-les-Mines (71),500 à 1000,25 à 30
Durnes (25),250 à 500,20 à 25
Thulay (25),20 à 50,5 à 10
Baigneux-les-Juifs (21),0 à 10,0 à 1
Goumois (25),500 à 1000,20 à 25
Onoz (39),500 à 1000,25 à 30
Sainte-Cécile (71),500 à 1000,10 à 15
Ruffey-lès-Echirey (21),250 à 500,30 et plus
Goux-les-Usiers (25),500 à 1000,30 et plus
Chaussin (39),150 à 250,10 à 15
Oslon (71),10 à 20,0 à 1
Villeneuve-sous-Pymont (39),1000 et plus,30 et plus
Hauts de Bienne (39),250 à 500,15 à 20
Villers-la-Combe (25),250 à 500,15 à 20
Escolives-Sainte-Camille (89),500 à 1000,30 et plus
Mervans (71),250 à 500,25 à 30
Rouvres-en-Plaine (21),500 à 1000,15 à 20
Serrières (71),20 à 50,1 à 5
Coulevon (70),250 à 500,15 à 20
Savigny-en-Revermont (71),1000 et plus,30 et plus
Le Bélieu (25),500 à 1000,30 et plus
Torcy (71),500 à 1000,20 à 25
Villers-la-Faye (21),500 à 1000,30 et plus
Theuley (70),250 à 500,10 à 15
Neublans-Abergement (39),150 à 250,10 à 15
Bouverans (25),1000 et plus,30 et plus
Romanèche-Thorins (71),500 à 1000,20 à 25
Ardon (39),500 à 1000,30 et plus
Fuans (25),250 à 500,15 à 20
Amancey (25),500 à 1000,15 à 20
Marigny-sur-Yonne (58),500 à 1000,30 et plus
Flacey-en-Bresse (71),500 à 1000,25 à 30
Mont-de-Vougney (25),500 à 1000,20 à 25
Les Alliés (25),1000 et plus,30 et plus
Dampjoux (25),250 à 500,5 à 10
Vercel-Villedieu-le-Camp (25),500 à 1000,25 à 30
Rondefontaine (25),500 à 1000,30 et plus
Saint-Vérand (71),500 à 1000,15 à 20
Noël-Cerneux (25),500 à 1000,30 et plus
Mont-de-Laval (25),1000 et plus,30 et plus
Saint-Romain-sous-Versigny (71),250 à 500,30 et plus
Saint-Martin-Belle-Roche (71),1000 et plus,30 et plus
Ratenelle (71),20 à 50,5 à 10
Bressey-sur-Tille (21),0 à 10,0 à 1
Saint-Julien-sur-Dheune (71),250 à 500,20 à 25
Saint-Apollinaire (21),250 à 500,10 à 15
Dijon (21),500 à 1000,20 à 25
Indevillers (25),250 à 500,15 à 20
La Chaumusse (39),50 à 150,5 à 10
Flammerans (21),250 à 500,25 à 30
Fain-lès-Montbard (21),500 à 1000,20 à 25
Silley-Amancey (25),500 à 1000,15 à 20
Étalante (21),0 à 10,1 à 5
Mouthe (25),500 à 1000,30 et plus
Anzy-le-Duc (71),20 à 50,1 à 5
Labergement-Sainte-Marie (25),500 à 1000,25 à 30
Longwy-sur-le-Doubs (39),150 à 250,10 à 15
Braillans (25),250 à 500,10 à 15
Chassagne-Montrachet (21),1000 et plus,30 et plus
Charny (21),500 à 1000,20 à 25
Marmagne (71),250 à 500,20 à 25
La Celle-en-Morvan (71),250 à 500,30 et plus
Clamerey (21),1000 et plus,30 et plus
Fleys (89),250 à 500,30 et plus
Alièze (39),1000 et plus,30 et plus
Chargey-lès-Port (70),150 à 250,10 à 15
Arbois (39),500 à 1000,30 et plus
Équevillon (39),250 à 500,1 à 5
Cuiserey (21),50 à 150,10 à 15
Allerey-sur-Saône (71),250 à 500,10 à 15
Chille (39),500 à 1000,20 à 25
Lizine (25),500 à 1000,20 à 25
Bellefontaine (39),500 à 1000,15 à 20
Courlaoux (39),1000 et plus,25 à 30
Évillers (25),500 à 1000,30 et plus
Barésia-sur-l'Ain (39),500 à 1000,15 à 20
Les Hôpitaux-Neufs (25),500 à 1000,30 et plus
La Chapelle-sous-Uchon (71),500 à 1000,30 et plus
Millery (21),500 à 1000,30 et plus
Montlebon (25),500 à 1000,30 et plus
Chemilly-sur-Yonne (89),250 à 500,20 à 25
Saint-Antoine (25),500 à 1000,30 et plus
Les Pontets (25),500 à 1000,30 et plus
Pierre-de-Bresse (71),250 à 500,25 à 30
Flagy (71),150 à 250,5 à 10
Lusigny-sur-Ouche (21),50 à 150,30 et plus
Rogna (39),50 à 150,1 à 5
Villette-lès-Arbois (39),500 à 1000,25 à 30
Banvillars (90),500 à 1000,30 et plus
Chevagny-les-Chevrières (71),500 à 1000,20 à 25
Vescles (39),1000 et plus,25 à 30
Moutonne (39),500 à 1000,15 à 20
Le Barboux (25),500 à 1000,30 et plus
Saint-Martin-du-Mont (21),250 à 500,15 à 20
Barnay (71),1000 et plus,30 et plus
Arçon (25),500 à 1000,30 et plus
Saint-Point (71),500 à 1000,30 et plus
Barizey (71),0 à 10,0 à 1
Pleure (39),250 à 500,15 à 20
La Marre (39),500 à 1000,15 à 20
Pazy (58),500 à 1000,30 et plus
Crissey (71),250 à 500,15 à 20
Arc-sous-Cicon (25),500 à 1000,25 à 30
Bourg-le-Comte (71),1000 et plus,30 et plus
Boujailles (25),1000 et plus,30 et plus
Urcy (21),500 à 1000,30 et plus
Fénay (21),250 à 500,20 à 25
Saint-Symphorien-des-Bois (71),500 à 1000,25 à 30
Les Bréseux (25),500 à 1000,25 à 30
Saint-Laurent-en-Brionnais (71),250 à 500,10 à 15
Saint-Vallerin (71),50 à 150,10 à 15
Leschères (39),20 à 50,1 à 5
Val-d'Épy (39),250 à 500,15 à 20
Charbuy (89),250 à 500,20 à 25
Courvières (25),500 à 1000,25 à 30
Gray-la-Ville (70),500 à 1000,25 à 30
Gibles (71),500 à 1000,30 et plus
Lons-le-Saunier (39),500 à 1000,25 à 30
Les Fontenelles (25),500 à 1000,30 et plus
Fixin (21),250 à 500,20 à 25
Bagneaux (89),20 à 50,25 à 30
Morteau (25),500 à 1000,30 et plus
Maltat (71),250 à 500,15 à 20
Jougne (25),500 à 1000,25 à 30
Verdun-sur-le-Doubs (71),250 à 500,30 et plus
Saint-Jean-de-B½uf (21),0 à 10,0 à 1
Saint-Denis-de-Vaux (71),250 à 500,15 à 20
Blaisy-Bas (21),150 à 250,15 à 20
Mérona (39),1000 et plus,25 à 30
Saules (25),500 à 1000,30 et plus
Chaumard (58),20 à 50,1 à 5
Vernierfontaine (25),500 à 1000,30 et plus
Vauchoux (70),150 à 250,10 à 15
Marcilly-sur-Tille (21),500 à 1000,25 à 30
Courlans (39),500 à 1000,25 à 30
Jouvençon (71),500 à 1000,20 à 25
Foncine-le-Bas (39),500 à 1000,30 et plus
Bians-les-Usiers (25),500 à 1000,25 à 30
Gâcogne (58),250 à 500,15 à 20
Le Breuil (71),250 à 500,30 et plus
Noé (89),20 à 50,1 à 5
Cramans (39),250 à 500,25 à 30
Noiron-sous-Gevrey (21),250 à 500,15 à 20
Véronnes (21),0 à 10,0 à 1
Vauconcourt-Nervezain (70),150 à 250,5 à 10
Guyans-Vennes (25),250 à 500,15 à 20
Gimouille (58),500 à 1000,25 à 30
Belmont (25),500 à 1000,30 et plus
Dompierre-sous-Sanvignes (71),250 à 500,20 à 25
Rosey (71),50 à 150,5 à 10
Saint-Émiland (71),500 à 1000,15 à 20
Massilly (71),1000 et plus,30 et plus
Saint-Marcel (71),250 à 500,15 à 20
Lournand (71),250 à 500,15 à 20
Saint-Jean-de-Trézy (71),150 à 250,5 à 10
Gigny-sur-Saône (71),1000 et plus,30 et plus
Poilly-sur-Serein (89),1000 et plus,30 et plus
Cosne-Cours-sur-Loire (58),250 à 500,20 à 25
Belfays (25),500 à 1000,20 à 25
Consolation-Maisonnettes (25),250 à 500,15 à 20
Château (71),150 à 250,30 et plus
Auxonne (21),250 à 500,15 à 20
Nitry (89),250 à 500,15 à 20
Loisy (71),500 à 1000,15 à 20
Baudemont (71),250 à 500,25 à 30
Courbouzon (39),1000 et plus,30 et plus
Confracourt (70),150 à 250,10 à 15
Collemiers (89),150 à 250,15 à 20
Vareilles (71),500 à 1000,20 à 25
Montcusel (39),250 à 500,5 à 10
Pousseaux (58),20 à 50,1 à 5
Laval-le-Prieuré (25),1000 et plus,15 à 20
Fournets-Luisans (25),250 à 500,15 à 20
Vergisson (71),500 à 1000,30 et plus
Sarrogna (39),500 à 1000,20 à 25
Beine (89),250 à 500,30 et plus
Éternoz (25),1000 et plus,25 à 30
Reulle-Vergy (21),0 à 10,0 à 1
Lavigny (39),250 à 500,10 à 15
Paroy-sur-Tholon (89),50 à 150,1 à 5
Saint-Léger-sous-la-Bussière (71),500 à 1000,30 et plus
Asnières-lès-Dijon (21),500 à 1000,20 à 25
Semmadon (70),250 à 500,10 à 15
Le Crouzet (25),500 à 1000,30 et plus
Loray (25),250 à 500,20 à 25
Saint-Laurent-d'Andenay (71),250 à 500,15 à 20
Charchilla (39),500 à 1000,30 et plus
Charrey-sur-Seine (21),0 à 10,0 à 1
Étray (25),250 à 500,20 à 25
Baubigny (21),500 à 1000,15 à 20
Voires (25),250 à 500,20 à 25
Gray (70),500 à 1000,25 à 30
Oyé (71),10 à 20,1 à 5
Marnézia (39),500 à 1000,30 et plus
Pourlans (71),500 à 1000,30 et plus
Jouey (21),0 à 10,5 à 10
Villeneuve-d'Aval (39),250 à 500,20 à 25
Nannay (58),1000 et plus,30 et plus
Ladoye-sur-Seille (39),250 à 500,10 à 15
Vaux-et-Chantegrue (25),500 à 1000,25 à 30
Port-Lesney (39),250 à 500,15 à 20
Châtelblanc (25),500 à 1000,15 à 20
Berzé-la-Ville (71),1000 et plus,30 et plus
Les Bordes (71),150 à 250,10 à 15
Toulon-sur-Arroux (71),150 à 250,10 à 15
Les Maillys (21),150 à 250,15 à 20
Châtenoy-le-Royal (71),500 à 1000,25 à 30
Saint-Andelain (58),250 à 500,30 et plus
Poisson (71),150 à 250,15 à 20
Molain (39),150 à 250,5 à 10
Saint-Léger-Vauban (89),10 à 20,0 à 1
Amondans (25),500 à 1000,15 à 20
Nans-sous-Sainte-Anne (25),500 à 1000,20 à 25
Vernot (21),10 à 20,0 à 1
Saint-Agnan (89),250 à 500,20 à 25
Saint-Sernin-du-Plain (71),250 à 500,15 à 20
Fournaudin (89),20 à 50,10 à 15
Saint-Cyr (71),150 à 250,15 à 20
Beffia (39),1000 et plus,30 et plus
Fauverney (21),0 à 10,0 à 1
Ciry-le-Noble (71),500 à 1000,30 et plus
Barges (21),0 à 10,0 à 1
Renédale (25),500 à 1000,30 et plus
Saint-Valérien (89),50 à 150,20 à 25
Vitry-en-Charollais (71),500 à 1000,25 à 30
Châlonvillars (70),500 à 1000,15 à 20
Ampilly-le-Sec (21),250 à 500,20 à 25
Magny-Lambert (21),0 à 10,0 à 1
Sassangy (71),500 à 1000,10 à 15
Lavancia-Epercy (39),250 à 500,30 et plus
La Chapelle-de-Guinchay (71),500 à 1000,20 à 25
Nancuise (39),500 à 1000,25 à 30
Longechaux (25),500 à 1000,30 et plus
Franois (25),250 à 500,15 à 20
Allerey (21),0 à 10,0 à 1
Orgelet (39),1000 et plus,30 et plus
Saint-Bris-le-Vineux (89),150 à 250,10 à 15
Gevrey-Chambertin (21),150 à 250,10 à 15
Arbecey (70),150 à 250,5 à 10
Guyans-Durnes (25),250 à 500,20 à 25
Maligny (89),500 à 1000,25 à 30
Farges-lès-Chalon (71),500 à 1000,30 et plus
Les Écorces (25),500 à 1000,20 à 25
Leugny (89),20 à 50,1 à 5
Grésigny-Sainte-Reine (21),150 à 250,25 à 30
Avoudrey (25),500 à 1000,25 à 30
Bouilland (21),0 à 10,0 à 1
Champagnole (39),500 à 1000,30 et plus
Tassenières (39),150 à 250,10 à 15
Ouhans (25),500 à 1000,30 et plus
Valdahon (25),500 à 1000,30 et plus
Chaux (21),1000 et plus,30 et plus
Charmauvillers (25),500 à 1000,25 à 30
Longevilles-Mont-d'Or (25),500 à 1000,25 à 30
Viry (71),0 à 10,0 à 1
Fleurville (71),1000 et plus,30 et plus
Vuillafans (25),250 à 500,5 à 10
Brémur-et-Vaurois (21),0 à 10,0 à 1
Noiron (70),500 à 1000,20 à 25
Mussy-sous-Dun (71),1000 et plus,30 et plus
Grozon (39),500 à 1000,30 et plus
Champeau-en-Morvan (21),250 à 500,30 et plus
Saint-Cyr-les-Colons (89),500 à 1000,25 à 30
Saint-Aubin (39),250 à 500,25 à 30
Les Gras (25),500 à 1000,30 et plus
Montcoy (71),20 à 50,1 à 5
Chambéria (39),500 à 1000,20 à 25
Chassal-Molinges (39),500 à 1000,25 à 30
Crouzet-Migette (25),500 à 1000,25 à 30
Quenoche (70),150 à 250,10 à 15
Villecien (89),250 à 500,30 et plus
Villeneuve-sous-Charigny (21),50 à 150,1 à 5
Sivignon (71),250 à 500,15 à 20
Savianges (71),50 à 150,5 à 10
Cerniébaud (39),50 à 150,5 à 10
Rougegoutte (90),150 à 250,10 à 15
Glamondans (25),250 à 500,15 à 20
Sornay (71),500 à 1000,20 à 25
Ollans (25),250 à 500,20 à 25
Fretterans (71),50 à 150,10 à 15
Rosey (70),250 à 500,15 à 20
Rignosot (25),250 à 500,20 à 25
Sorans-lès-Breurey (70),150 à 250,5 à 10
Fraroz (39),1000 et plus,30 et plus
Montarlot-lès-Rioz (70),150 à 250,10 à 15
Gillois (39),150 à 250,5 à 10
Mazerolles-le-Salin (25),250 à 500,15 à 20
Châtillon-Guyotte (25),250 à 500,20 à 25
Aresches (39),150 à 250,10 à 15
La Demie (70),250 à 500,15 à 20
Parcey (39),500 à 1000,25 à 30
Souvans (39),150 à 250,10 à 15
Villevallier (89),250 à 500,25 à 30
Chevigney-sur-l'Ognon (25),250 à 500,15 à 20
Broye-Aubigney-Montseugny (70),250 à 500,10 à 15
Dixmont (89),500 à 1000,15 à 20
Palantine (25),250 à 500,10 à 15
Beaumotte-Aubertans (70),150 à 250,5 à 10
Le Val (25),500 à 1000,25 à 30
Saint-Martin-la-Patrouille (71),50 à 150,10 à 15
Germigny (89),500 à 1000,25 à 30
Rouhe (25),250 à 500,15 à 20
Meroux-Moval (90),500 à 1000,20 à 25
Myennes (58),250 à 500,10 à 15
Sauvigny-le-Bois (89),250 à 500,10 à 15
Francheville (39),50 à 150,1 à 5
Offemont (90),500 à 1000,25 à 30
Séligney (39),150 à 250,20 à 25
Montagney (70),250 à 500,5 à 10
Vaux-le-Moncelot (70),250 à 500,15 à 20
Courcuire (70),50 à 150,5 à 10
Chamblay (39),150 à 250,10 à 15
Sermange (39),250 à 500,20 à 25
La Latette (39),150 à 250,5 à 10
Maizières (70),150 à 250,10 à 15
La Vieille-Loye (39),150 à 250,5 à 10
Saint-Pierre-de-Varennes (71),500 à 1000,30 et plus
Germigney (39),150 à 250,10 à 15
Montcey (70),250 à 500,15 à 20
Autet (70),500 à 1000,15 à 20
Rurey (25),500 à 1000,25 à 30
Vieilley (25),250 à 500,15 à 20
Flagey-Rigney (25),250 à 500,20 à 25
Grandvillars (90),250 à 500,15 à 20
Brotte-lès-Ray (70),500 à 1000,10 à 15
Fleury-la-Vallée (89),250 à 500,20 à 25
Jouancy (89),250 à 500,25 à 30
Cousance (39),250 à 500,15 à 20
Cult (70),50 à 150,5 à 10
Chaux (90),150 à 250,5 à 10
Noironte (25),250 à 500,15 à 20
Chambain (21),0 à 10,5 à 10
Fourg (25),250 à 500,10 à 15
Tronchoy (89),150 à 250,5 à 10
Plumont (39),250 à 500,20 à 25
Marnoz (39),50 à 150,10 à 15
Venizy (89),150 à 250,10 à 15
Béru (89),150 à 250,15 à 20
Exincourt (25),500 à 1000,20 à 25
Sochaux (25),150 à 250,10 à 15
Champvoux (58),20 à 50,1 à 5
Saint-Hippolyte (25),250 à 500,25 à 30
Montigny-Mornay-Villeneuve-sur-Vingeanne (21),250 à 500,20 à 25
Tromarey (70),50 à 150,5 à 10
Allenjoie (25),250 à 500,10 à 15
Pin (70),50 à 150,5 à 10
Sainte-Colombe (89),0 à 10,30 et plus
Planay (21),150 à 250,5 à 10
Viévigne (21),1000 et plus,30 et plus
Prémery (58),50 à 150,5 à 10
La Roche-Vanneau (21),500 à 1000,30 et plus
Rancenay (25),250 à 500,20 à 25
Magny-Châtelard (25),150 à 250,10 à 15
Branges (71),500 à 1000,15 à 20
Francourt (70),500 à 1000,15 à 20
Échay (25),250 à 500,5 à 10
Villy-en-Auxois (21),1000 et plus,25 à 30
Avril-sur-Loire (58),50 à 150,1 à 5
Roffey (89),150 à 250,10 à 15
Chatelay (39),150 à 250,5 à 10
Chaulgnes (58),250 à 500,5 à 10
Chamilly (71),50 à 150,5 à 10
Aiglepierre (39),250 à 500,20 à 25
Pouligney-Lusans (25),250 à 500,15 à 20
Balanod (39),500 à 1000,20 à 25
Rainans (39),150 à 250,5 à 10
Marandeuil (21),150 à 250,20 à 25
Chalezeule (25),250 à 500,20 à 25
Autun (71),50 à 150,10 à 15
Chevigney (70),250 à 500,5 à 10
Champoux (25),250 à 500,10 à 15
Menétru-le-Vignoble (39),1000 et plus,30 et plus
Vézinnes (89),150 à 250,20 à 25
Thoissia (39),250 à 500,20 à 25
Serrigny (89),150 à 250,20 à 25
Chay (25),250 à 500,15 à 20
Bassou (89),500 à 1000,25 à 30
Yrouerre (89),150 à 250,20 à 25
Poligny (39),500 à 1000,25 à 30
Chassagne-Saint-Denis (25),500 à 1000,25 à 30
Corbigny (58),150 à 250,15 à 20
La Chassagne (39),50 à 150,5 à 10
Velleguindry-et-Levrecey (70),250 à 500,10 à 15
Buffon (21),150 à 250,5 à 10
Lays-sur-le-Doubs (71),500 à 1000,30 et plus
Pierreclos (71),500 à 1000,15 à 20
Daix (21),500 à 1000,25 à 30
Betoncourt-sur-Mance (70),50 à 150,5 à 10
Étais (21),150 à 250,5 à 10
La Bretenière (25),250 à 500,20 à 25
Pusey (70),250 à 500,20 à 25
Réchésy (90),250 à 500,10 à 15
Lieucourt (70),250 à 500,10 à 15
Saint-Firmin (71),250 à 500,20 à 25
Les Essards-Taignevaux (39),150 à 250,15 à 20
Recologne-lès-Rioz (70),150 à 250,5 à 10
Thorey-sous-Charny (21),500 à 1000,20 à 25
Amance (70),250 à 500,20 à 25
Villers-le-Sec (70),500 à 1000,20 à 25
Cordonnet (70),150 à 250,10 à 15
Gonsans (25),150 à 250,10 à 15
Monnières (39),150 à 250,10 à 15
Saint-Benin-d'Azy (58),20 à 50,1 à 5
La Chevillotte (25),250 à 500,15 à 20
Avilley (25),50 à 150,5 à 10
Naisey-les-Granges (25),150 à 250,10 à 15
Champagney (39),150 à 250,10 à 15
Villers-Bouton (70),150 à 250,5 à 10
Vaucluse (25),50 à 150,5 à 10
Beaumotte-lès-Pin (70),50 à 150,5 à 10
Colombier (70),250 à 500,10 à 15
Saint-Léger-des-Vignes (58),50 à 150,5 à 10
Rahon (25),20 à 50,1 à 5
Jasney (70),150 à 250,15 à 20
Chaumergy (39),250 à 500,20 à 25
Saint-Sauveur (21),150 à 250,5 à 10
Turny (89),500 à 1000,30 et plus
Échenoz-la-Méline (70),250 à 500,15 à 20
Villeneuve-Saint-Salves (89),50 à 150,1 à 5
La Prétière (25),250 à 500,15 à 20
Ormoy (89),250 à 500,20 à 25
Sainte-Radegonde (71),1000 et plus,30 et plus
Côtebrune (25),150 à 250,5 à 10
Guérigny (58),150 à 250,10 à 15
Ouges (21),150 à 250,10 à 15
Jallerange (25),250 à 500,15 à 20
Fain-lès-Moutiers (21),150 à 250,5 à 10
Abbans-Dessous (25),500 à 1000,30 et plus
Rix (39),150 à 250,1 à 5
Lavans-lès-Dole (39),250 à 500,20 à 25
Sully (71),0 à 10,1 à 5
Asnières-en-Montagne (21),150 à 250,5 à 10
Arbouans (25),150 à 250,15 à 20
Fontaine-Française (21),150 à 250,15 à 20
Buffard (25),250 à 500,15 à 20
Cademène (25),500 à 1000,25 à 30
Tart (21),250 à 500,15 à 20
Ménétreux-le-Pitois (21),250 à 500,25 à 30
Saint-Germain-lès-Senailly (21),150 à 250,5 à 10
Bussières (70),150 à 250,10 à 15
Licey-sur-Vingeanne (21),50 à 150,5 à 10
Beneuvre (21),0 à 10,5 à 10
Étupes (25),150 à 250,10 à 15
Villette-lès-Dole (39),150 à 250,10 à 15
Bavilliers (90),250 à 500,10 à 15
Mathay (25),150 à 250,5 à 10
Verosvres (71),1000 et plus,30 et plus
Joncherey (90),500 à 1000,15 à 20
Avosnes (21),500 à 1000,20 à 25
Vellerot-lès-Belvoir (25),20 à 50,1 à 5
Saint-Baraing (39),150 à 250,15 à 20
Crépand (21),150 à 250,5 à 10
Dampierre-sous-Bouhy (58),0 à 10,0 à 1
Dampierre-lès-Conflans (70),150 à 250,10 à 15
Chaînée-des-Coupis (39),150 à 250,15 à 20
Bougnon (70),150 à 250,10 à 15
Abergement-la-Ronce (39),250 à 500,20 à 25
Cerisiers (89),250 à 500,25 à 30
Neuvy-Sautour (89),500 à 1000,30 et plus
Saint-Juan (25),150 à 250,10 à 15
Chevigny (39),500 à 1000,30 et plus
Melay (71),250 à 500,20 à 25
Senailly (21),150 à 250,1 à 5
Montbarrey (39),150 à 250,10 à 15
Pérouse (90),1000 et plus,30 et plus
Vereux (70),1000 et plus,20 à 25
Viviers (89),150 à 250,20 à 25
Tallenay (25),250 à 500,15 à 20
Delle (90),250 à 500,15 à 20
Cirey (70),150 à 250,10 à 15
Rigney (25),250 à 500,15 à 20
Grattery (70),50 à 150,10 à 15
Rans (39),250 à 500,20 à 25
Huanne-Montmartin (25),50 à 150,5 à 10
Joudes (71),1000 et plus,25 à 30
Marmagne (21),500 à 1000,20 à 25
Crosey-le-Grand (25),150 à 250,5 à 10
Étrappe (25),250 à 500,20 à 25
Sornay (70),50 à 150,5 à 10
Decize (58),50 à 150,5 à 10
Étrabonne (25),250 à 500,15 à 20
Vandelans (70),150 à 250,10 à 15
Pont-d'Héry (39),1000 et plus,30 et plus
Varennes (89),250 à 500,10 à 15
Gurgy-le-Château (21),0 à 10,5 à 10
Provenchère (70),150 à 250,10 à 15
Maillot (89),50 à 150,5 à 10
Navenne (70),250 à 500,15 à 20
Menoux (70),150 à 250,15 à 20
Gemeaux (21),250 à 500,5 à 10
Passavant (25),150 à 250,10 à 15
Clucy (39),50 à 150,10 à 15
Toury-Lurcy (58),50 à 150,5 à 10
Beaubery (71),500 à 1000,10 à 15
Montcony (71),250 à 500,20 à 25
Chambornay-lès-Pin (70),50 à 150,5 à 10
Bessoncourt (90),250 à 500,10 à 15
Neuville-lès-Decize (58),500 à 1000,25 à 30
Vonges (21),250 à 500,15 à 20
Coutarnoux (89),0 à 10,25 à 30
Danjoutin (90),250 à 500,10 à 15
Bresilley (70),250 à 500,5 à 10
Sergenon (39),150 à 250,15 à 20
Matour (71),1000 et plus,30 et plus
Frahier-et-Chatebier (70),500 à 1000,25 à 30
Neuvelle-lès-Cromary (70),150 à 250,5 à 10
